I.I;;
XIX.1.4.3;Fundações e Estruturas;
XIX.1.4.3.1;Concreto magro;m³
XIX.1.4.3.2;Concreto armado (Reservatório Elevado) fck= 25 MPa, inclusive preparo e lançamento;m³
XIX.1.4.3.3;Concreto armado fck= 25 MPa, inclusive preparo e lançamento;m³
XIX.1.4.3.4;Concreto simples (blocos de apoio);m³
XIX.1.4.3.5;Base em concreto armado para TAU;
XIX.97086;FABRICAÇÃO, MONTAGEM E DESMONTAGEM DE FORMA PARA RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, EM MADEIRA SERRADA, 4 UTILIZAÇÕES. AF_09/2021;m²
XIX.CPU 10;CONCRETAGEM DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, FCK 25 MPA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. ;m³
XIX.97090;ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-138. AF_09/2021;kg
XIX.94327;ATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³ / POTÊNCIA: 111 HP), LARGURA DE 1,5 A 2,5 M, PROFUNDIDADE ATÉ 1,5 M, COM AREIA PARA ATERRO. AF_05/2016;m³
XIX.1.4.3.6;Lajes superiores caixas;
XIX.92268;FABRICAÇÃO DE FÔRMA PARA LAJES, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E = 18 MM. AF_09/2020;m²
XIX.92785;ARMAÇÃO DE LAJE DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO EM UMA EDIFICAÇÃO TÉRREA OU SOBRADO UTILIZANDO AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_12/2015;kg
XIX.92787;ARMAÇÃO DE LAJE DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO EM UMA EDIFICAÇÃO TÉRREA OU SOBRADO UTILIZANDO AÇO CA-50 DE 10,0 MM - MONTAGEM. AF_12/2015;kg
XIX.1.4.3.7;Fechamento;
XIX.1.4.3.7.1;Alvenaria de tijolos cerâmicos de 1/2 vez;m²
XIX.1.4.3.7.2;Alvenaria de tijolos cerâmicos de 1 vez;m²
XIX.1.4.4;Revestimento e Tratamento de Superfícies;
XIX.1.4.4.1;Impermeabilização ;m²
XIX.1.4.4.2;Pintura a óleo em esquadrias de ferro;m²
XIX.1.4.4.3;Pintura anticorrosiva;m²
XIX.1.1.4.4;Chapisco de aderência;m²
XIX.1.1.4.5;Massa única;m²
XIX.1.5.5;Urbanização;
XIX.1.5.5.1;Cerca de contorno modelo CAGEPA;m
XIX.1.5.5.2;Portão de ferro modelo CAGEPA;m²
XIX.1.5.6;Diversos;
XIX.1.5.6.1;Logotipo e letreiro padrão CAGEPA (elevado);un
XIX.1.5.6.2;Montagem de equipamentos hidromecânicos;un
XIX.CPU 11;Montagem de equipamentos hidromecânicos;M2
XIX.1.5.6.3;Escada de ferro ;M
XIX.1.5.6.4;Escada de ferro com guarda-corpo;m2
XIX.1.5.6.5;"Guarda corpo em ferro galvanizado de 1 1/2""";m2
XIX.1.5.6.6;Esgotamento (1HP);H
XIX.PEC 165;Tanque de Amortecimento Unidirecional (TAU) Fabricado em Poliéster Reforçado com Fibra de Vidro (PFRV). Em conformidade com especificação descrita no projeto. Capacidade de armazenamento de 15m³, com altura 3,25m e espessura aprox. (8mm+.1,2mm). Incluso, escada metálica e frete.;gb
XIX.;;
XIX.2;FORNECIMENTO DE MATERIAIS HIDRÁULICOS;
XIX.2.1;TAU 1;
XIX.2.1.1;Curva 90º com flanges FºFº PN 10 DN 50 ;un
XIX.2.1.2;Curva 90º com flanges FºFº PN 10 DN 200;un
XIX.2.1.3;Curva 45º com flanges FºFº PN 10 DN 200;un
XIX.2.1.3A;Curva 90º com flanges FºFº PN 10 DN 80;un
XIX.PEC 172;CURVA 90° C/ FLANGE E BOLSA - DN80 - PN10;un
XIX.2.1.4;Extremidade bolsa flange FºFº PN 10 DN 250;un
XIX.2.1.5;Extremidade ponta flange FºFº PN 10 DN 50;un
XIX.2.1.6;Extremidade com ponta flange FºFº PN 10 DN 200;un
XIX.2.1.7;Extremidade ponta flange e aba de vedação em aço PN 10 DN 50 L=0,70m;un
XIX.2.1.8;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 200;un
XIX.2.1.9;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 600;un
XIX.2.1.9B;Extremidade com flange e ponta FºFº PN 10 DN 250;un
XIX.2.1.10;Flange cego FºFº PN 10 DN 600;un
XIX.2.1.11;Junta Gibault DN 50;un
XIX.2.1.12;Junta Gibault DN 200;un
XIX.2.1.12A;Junta Gibault DN 250;un
XIX.2.1.13;Tê com flanges FºFº PN 10 DN 200 x 50;un
XIX.2.1.14;Tê com flanges FºFº PN 10 DN 250 x 200;un
XIX.2.1.14A;TÊ COM BOLSAS JGS DN 250 PN16;un
XIX.2.1.14B;TÊ COM FLANGE DN 250X100 PN 16;un
XIX.2.1.15;Tubo com flanges FºFº PN 10 DN 200 L= 1,65m;un
XIX.2.1.16;Tubo com flanges FºFº PN 10 DN 200 L= 5,80m;un
XIX.2.1.17;Tubo com flanges FºFº PN 10 DN 250 L= 1,22m;un
XIX.2.1.18;Tubo ponta flange em aço PN 10 DN 50 L=0,40m;un
XIX.2.1.19;Tubo ponta flanges em aço PN 10 DN 50 L= 2,10m;un
XIX.2.1.20;Tubo ponta flange FºFº PN 10 DN 200 L= 5,15m;un
XIX.2.1.20A;Toco com flanges FºFº PN 10 DN 80 L= 0,25m;un
XIX.PEC 192;TUBO C/ FLANGE L = 1,15m - DN80 - PN10;un
XIX.PEC 195;TUBO C/ FLANGE L = 1,20m - DN80 - PN10;un
XIX.PEC 198;TUBO C/ FLANGE L = 1,25m - DN80 - PN10;un
XIX.PEC 197;TUBO C/ FLANGE L = 1,25m - DN250 - PN10;un
XIX.PEC 199;TUBO C/ FLANGE L = 2,73m - DN80 - PN10;un
XIX.PEC 212;TUBO FOFO PONTA FLANGE L = 1,70m  - DN80 - PN10;un
XIX.PEC 213;TUBO FOFO PONTA FLANGE L = 6,00m - DN80 - PN10;un
XIX.2.1.21;Arruelas de borracha para flanges PN 10 DN 50;un
XIX.2.1.21A;Arruelas de borracha para flanges PN 10 DN 80;un
XIX.2.1.21B;Arruelas de borracha para flanges PN 10 DN 100;un
XIX.2.1.22;Arruelas de borracha para flanges PN 10 DN 200;un
XIX.2.1.23;Arruelas de borracha para flanges PN 10 DN 250;un
XIX.2.1.24;Arruelas de borracha para flanges PN 10 DN 600;un
XIX.2.1.25;Parafusos para flanges PN 10 d=16mm, L=80mm;un
XIX.2.1.26;Parafusos para flanges PN 10 d=20mm, L=90mm;un
XIX.2.1.27;Parafusos para flanges PN 10 d=27mm, L=120mm;un
XIX.2.1.27A;Parafusos para flanges d= 24mm, L= 100mm;un
XIX.PEC 016;Tubo com flanges FoFo PN 10 DN 200 L= 5,80m;un
XIX.PEC 165;Tubo DEFOFO Ø250;m
XIX.2.1.28;Redução concêntrica com flanges FºFº PN 10 DN 100x80;un
XIX.;;
XIX.2.2;TAU 2;
XIX.2.2.1;Curva 90º com flanges FºFº PN 10 DN 50 ;un
XIX.2.2.2;Curva 90º com flanges FºFº PN 10 DN 200;un
XIX.2.2.3;Curva 45º com flanges FºFº PN 10 DN 200;un
XIX.2.2.3A;Curva 90º com flanges FºFº PN 10 DN 80;un
XIX.2.2.3B;Curva 90º com flanges FºFº PN 16 DN 80;un
XIX.PEC 173;CURVA 90° C/ FLANGE E BOLSA - DN80 - PN16;un
XIX.2.2.4;Extremidade bolsa flange FºFº PN 10 DN 250;un
XIX.2.2.5;Extremidade ponta flange FºFº PN 10 DN 50;un
XIX.2.2.6;Extremidade com ponta flange FºFº PN 10 DN 200;un
XIX.2.2.7;Extremidade ponta flange e aba de vedação em aço PN 10 DN 50 L=0,70m;un
XIX.2.2.8;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 200;un
XIX.2.2.9;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 600;un
XIX.2.2.9A;Extremidade ponta flange FoFo PN 10/16 DN 80;un
XIX.2.2.9B;Extremidade ponta flange FoFo PN 16 DN 250;un
XIX.2.2.10;Flange cego FºFº PN 10 DN 600;un
XIX.2.2.10A;Flange avulso FºFº PN 10 DN 250;un
XIX.2.2.11;Junta Gibault DN 50;un
XIX.2.2.12;Junta Gibault DN 200;un
XIX.2.2.12A;JUNTA DE DESMONTAGEM TRAVADA AXIALMENTE DN 250 PN 10;un
XIX.2.2.13;Tê com flanges FºFº PN 10 DN 200 x 50;un
XIX.2.2.14;Tê com flanges FºFº PN 10 DN 250 x 200;un
XIX.2.2.14A;TÊ COM FLANGE DN 250X100 PN 16;un
XIX.2.2.15;Tubo com flanges FºFº PN 10 DN 200 L= 1,65m;un
XIX.2.2.16;Tubo com flanges FºFº PN 10 DN 200 L= 5,80m;un
XIX.2.2.17;Tubo com flanges FºFº PN 10 DN 250 L= 1,22m;un
XIX.2.2.18;Tubo ponta flange em aço PN 10 DN 50 L=0,40m;un
XIX.2.2.19;Tubo ponta flanges em aço PN 10 DN 50 L= 2,10m;un
XIX.2.2.20;Tubo ponta flange FºFº PN 10 DN 200 L= 5,80m;un
XIX.PEC 192;TUBO C/ FLANGE L = 1,15m - DN80 - PN10;un
XIX.PEC 196;TUBO C/ FLANGE L = 1,20m - DN80 - PN16;un
XIX.PEC 194;TUBO C/ FLANGE L = 1,20m - DN250 - PN16;un
XIX.PEC 198;TUBO C/ FLANGE L = 1,25m - DN80 - PN10;un
XIX.PEC 200;TUBO C/ FLANGE L = 2,73m - DN80 - PN16;un
XIX.PEC 201;TUBO C/ FLANGE PONTA L = 1,70m - DN80 - PN10;un
XIX.PEC 214;TUBO FOFO PONTA FLANGE L = 6,00m - DN80 - PN16;un
XIX.PEC 008;Tubo PEAD Ø250mm PN16;m
XIX.2.2.21;Arruelas de borracha para flanges PN 10 DN 50;un
XIX.2.2.22;Arruelas de borracha para flanges PN 10 DN 200;un
XIX.2.2.23;Arruelas de borracha para flanges PN 10 DN 250;un
XIX.2.2.24;Arruelas de borracha para flanges PN 10 DN 600;un
XIX.2.2.25;Arruelas de borracha para flanges PN 10 DN 80;un
XIX.2.2.26;Arruelas de borracha para flanges PN 10 DN 100;un
XIX.2.2.25;Parafusos para flanges PN 10 d=16mm, L=80mm;un
XIX.2.2.26;Parafusos para flanges PN 10 d=20mm, L=90mm;un
XIX.2.2.27;Parafusos para flanges PN 10 d=27mm, L=120mm;un
XIX.2.2.27A;Parafusos para flanges PN 16 d=16mm, L=80mm;un
XIX.2.2.27B;Parafusos para flanges d= 24mm, L= 100mm;un
XIX.PEC 016;Tubo com flanges FoFo PN 10 DN 200 L= 5,80m;un
XIX.PEC 019;Tubo ponta flange FoFo PN 10 DN 200 L= 5,80m;un
XIX.2.2.30;Redução concêntrica com flanges em aço FoFo PN 16 DN 100x80;un
XIX.PEC 186;TOCO C/ FLANGE L = 0,50m - DN80 - PN16;un
XIX.PEC 184;TOCO C/ FLANGE L = 0,50m - DN250 - PN16;un
XIX.;;
XIX.2.3;TAU 3;
XIX.2.3.1;Curva 90º com flanges FºFº PN 10 DN 50 ;un
XIX.2.3.2;Curva 90º com flanges FºFº PN 10 DN 200;un
XIX.2.3.2A;Curva 90º com flanges FºFº PN 16 DN 80;un
XIX.2.3.2B;Curva 90º com flanges FºFº PN 10 DN 80;un
XIX.PEC 173;CURVA 90° C/ FLANGE E BOLSA - DN80 - PN16;un
XIX.2.3.3;Curva 45º com flanges FºFº PN 10 DN 200;un
XIX.2.3.4;Extremidade bolsa flange FºFº PN 10 DN 250;un
XIX.2.3.5;Extremidade ponta flange FºFº PN 10 DN 50;un
XIX.2.3.6;Extremidade com ponta flange FºFº PN 10 DN 200;un
XIX.2.3.7;Extremidade ponta flange e aba de vedação em aço PN 10 DN 50 L=0,70m;un
XIX.2.3.8;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 200;un
XIX.2.3.9;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 600;un
XIX.2.3.9A;Extremidade ponta flange FoFo PN 10/16 DN 80;un
XIX.2.3.10;Flange cego FºFº PN 10 DN 600;un
XIX.2.3.10A;Flange cego FºFº PN 16 DN 200;un
XIX.2.3.11;Junta Gibault DN 50;un
XIX.2.3.12;Junta Gibault DN 200;un
XIX.2.3.12A;Junta de desmontagem travada axialmente PN 16 DN 200;un
XIX.2.3.13;Tê com flanges FºFº PN 10 DN 200 x 50;un
XIX.2.3.14;Tê com flanges FºFº PN 10 DN 250 x 200;un
XIX.2.3.14A;Tê com flanges FºFº PN 16 DN 200x100;un
XIX.2.3.15;Tubo com flanges FºFº PN 10 DN 200 L= 1,65m;un
XIX.2.3.16;Tubo com flanges FºFº PN 10 DN 200 L= 5,80m;un
XIX.2.3.17;Tubo com flanges FºFº PN 10 DN 250 L= 1,22m;un
XIX.2.3.18;Tubo ponta flange em aço PN 10 DN 50 L=0,40m;un
XIX.2.3.19;Tubo ponta flanges em aço PN 10 DN 50 L= 2,10m;un
XIX.2.3.20;Tubo ponta flange FºFº PN 10 DN 200 L= 5,80m;un
XIX.2.3.21;Arruelas de borracha para flanges PN 10 DN 50;un
XIX.2.3.22;Arruelas de borracha para flanges PN 10 DN 200;un
XIX.2.3.23;Arruelas de borracha para flanges PN 10 DN 250;un
XIX.2.3.24;Arruelas de borracha para flanges PN 10 DN 600;un
XIX.2.2.24A;Arruelas de borracha para flanges PN 10 DN 80;un
XIX.2.2.24B;Arruelas de borracha para flanges PN 10 DN 100;un
XIX.2.3.25;Parafusos para flanges PN 10 d=16mm, L=80mm;un
XIX.2.3.26;Parafusos para flanges PN 10 d=20mm, L=90mm;un
XIX.2.3.27;Parafusos para flanges PN 10 d=27mm, L=120mm;un
XIX.2.3.27A;Parafusos para flanges PN 16 d=20mm, L=90mm;un
XIX.PEC 016;Tubo com flanges FoFo PN 10 DN 200 L= 5,80m;un
XIX.PEC 019;Tubo ponta flange FoFo PN 10 DN 200 L= 5,80m;un
XIX.2.2.31;Redução concêntrica com flanges em aço FoFo PN 16 DN 100x80;un
XIX.2.1.20A;Toco com flanges FºFº PN 10 DN 80 L= 0,25m;un
XIX.PEC 192;TUBO C/ FLANGE L = 1,15m - DN80 - PN10;un
XIX.PEC 196;TUBO C/ FLANGE L = 1,20m - DN80 - PN16;un
XIX.PEC 193;TUBO C/ FLANGE L = 1,20m - DN200 - PN16;un
XIX.PEC 198;TUBO C/ FLANGE L = 1,25m - DN80 - PN10;un
XIX.PEC 200;TUBO C/ FLANGE L = 2,73m - DN80 - PN16;un
XIX.PEC 201;TUBO C/ FLANGE PONTA L = 1,70m - DN80 - PN10;un
XIX.PEC 214;TUBO FOFO PONTA FLANGE L = 6,00m - DN80 - PN16;un
XIX.2.2.41;Tubo PEAD Ø200mm PN16;m
XIX.;;
XIX.2.4;TAU 4;
XIX.2.4.1;Curva 90º com flanges FºFº PN 10 DN 50 ;un
XIX.2.4.2;Curva 90º com flanges FºFº PN 10 DN 200;un
XIX.2.4.3;Curva 45º com flanges FºFº PN 10 DN 150;un
XIX.2.4.3A;Curva 90º com flanges FºFº PN 10 DN 80;un
XIX.PEC 172;CURVA 90° C/ FLANGE E BOLSA - DN80 - PN10;un
XIX.2.4.4;Extremidade bolsa flange FºFº PN 10 DN 200;un
XIX.2.4.5;Extremidade ponta flange FºFº PN 10 DN 50;un
XIX.2.4.6;Extremidade com ponta flange FºFº PN 10 DN 150;un
XIX.2.4.7;Extremidade com ponta flange FºFº PN 10 DN 200;un
XIX.2.4.8;Extremidade ponta flange e aba de vedação em aço PN 10 DN 50 L=0,70m;un
XIX.2.4.9;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 150;un
XIX.2.4.10;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 200;un
XIX.2.4.11;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 600;un
XIX.2.4.11A;Extremidade ponta flange FoFo PN 10/16 DN 80;un
XIX.PEC 176;EXTREMIDADE PONTA E FLANGE L=0,40m - DN200 - PN10;un
XIX.2.4.12;Flange cego FºFº PN 10 DN 600;un
XIX.2.4.13;Junta Gibault DN 50;un
XIX.2.4.14;Junta Gibault DN 150;un
XIX.2.4.14A;Junta de desmontagem travada axialmente PN 10 DN 200;un
XIX.2.4.16;Tê com flanges FºFº PN 10 DN 150x50;un
XIX.2.4.15;Tê com flanges FºFº PN 10 DN 200 x150;un
XIX.2.4.15A;Tê com flanges FºFº PN 10 DN 200x100;un
XIX.PEC 182;TÊ DEFOFO COM BOLSAS JGS - DN200 x 200 - PN10;un
XIX.2.4.17;Tubo com flanges FºFº PN 10 DN 150 L= 1,70m;un
XIX.2.4.18;Tubo com flanges FºFº PN 10 DN 150 L= 5,80m;un
XIX.2.4.19;Tubo com flanges FºFº PN 10 DN 200 L= 1,40m;un
XIX.2.4.18;Tubo com flanges FºFº PN 10 DN 200 L= 5,80m;un
XIX.2.4.20;Tubo ponta flange em aço PN 10 DN 50 L=0,35m;un
XIX.2.4.21;Tubo ponta flanges em aço PN 10 DN 50 L= 2,18m;un
XIX.2.4.22;Tubo ponta flange FºFº PN 10 DN 200 L= 2,20m;un
XIX.2.4.23;Arruelas de borracha para flanges PN 10 DN 50;un
XIX.2.4.24;Arruelas de borracha para flanges PN 10 DN 150;un
XIX.2.4.25;Arruelas de borracha para flanges PN 10 DN 200;un
XIX.2.4.26;Arruelas de borracha para flanges PN 10 DN 600;un
XIX.2.2.26A;Arruelas de borracha para flanges PN 10 DN 80;un
XIX.2.2.26B;Arruelas de borracha para flanges PN 10 DN 100;un
XIX.2.4.27;Parafusos para flanges PN 10 d=16mm, L=80mm;un
XIX.2.4.28;Parafusos para flanges PN 10 d=20mm, L=90mm;un
XIX.2.4.29;Parafusos para flanges PN 10 d=27mm, L=120mm;un
XIX.2.4.29A;Parafusos para flanges d= 24mm, L= 100mm;un
XIX.PEC 014;Tubo com flanges FoFo PN 10 DN 150 L= 5,80m;un
XIX.PEC 016;Tubo com flanges FoFo PN 10 DN 200 L= 5,80m;un
XIX.2.4.30;Redução concêntrica com flanges FºFº PN 10 DN 100x80;un
XIX.PEC 185;TOCO C/ FLANGE L = 0,50m - DN80 - PN10;un
XIX.PEC 195;TUBO C/ FLANGE L = 1,20m - DN80 - PN10;un
XIX.PEC 195;TUBO C/ FLANGE L = 1,20m - DN80 - PN10;un
XIX.PEC 201;TUBO C/ FLANGE PONTA L = 1,70m - DN80 - PN10;un
XIX.PEC 198;TUBO C/ FLANGE L = 1,25m - DN80 - PN10;un
XIX.PEC 213;TUBO FOFO PONTA FLANGE L = 6,00m - DN80 - PN10;un
XIX.PEC 210;TUBO FOFO C/ FLANGES - L = 1,25m - DN200 - PN10;un
XIX.PEC 211;TUBO FOFO C/ FLANGES - L = 2,73m - DN80 - PN10;un
XIX.2.2.39;Tubo DEFOFO Ø200;m
XIX.;;
XIX.3;FORNECIMENTO DE EQUIPAMENTOS;
XIX.3.1;TAU's 1, 2 E 3;
XIX.3.1.1;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 50;un
XIX.3.1.2;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 200;un
XIX.3.1.3;Válvula de retenção portinhola dupla PN 10 DN 200;un
XIX.3.1.4;Válvula de altitude PN 10 DN 50;un
XIX.3.1.5;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 80;un
XIX.3.1.6;VÁLVULA BORBOLETA COM BÓIA DN 80 PN 16;un
XIX.3.1.7;VÁLVULA BORBOLETA COM FLANGES DN 100 PN 10;un
XIX.3.1.8;VÁLVULA BORBOLETA COM FLANGES DN 100 PN 16;un
XIX.3.1.9;VÁLVULA BORBOLETA COM FLANGES DN 200 PN 16;un
XIX.3.1.10;VÁLVULA BORBOLETA COM FLANGES DN 250 PN 10;un
XIX.3.1.11;VÁLVULA BORBOLETA COM FLANGES DN 250 PN 16;un
XIX.3.1.12;VÁLVULA DE RETENÇÃO PORTINHOLA ÚNICA DN 250 PN 16;un
XIX.3.1.13;VÁLVULA DE RETENÇÃO PORTINHOLA ÚNICA DN 200 PN 16;un
XIX.3.1.14;VÁLVULA DE RETENÇÃO PORTINHOLA ÚNICA DN 250 PN 16;un
XIX.;;
XIX.3.2;TAU 4;
XIX.3.2.1;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 200;un
XIX.3.2.2;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 150;un
XIX.3.2.3;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 50;un
XIX.3.2.4;Válvula de retenção portinhola dupla PN 10 DN 150;un
XIX.3.2.5;Válvula de altitude PN 10 DN 50;un
XIX.;;
XX.XX;Stand-Pipes (2 Unidades);
XX.;;
XX.1;OBRAS CIVIS;
XX.1.1;STAND-PIPE 1;
XX.1.1.1;Serviços Preliminares;
XX.1.1.1.1;Limpeza e raspagem do terreno;m²
XX.1.1.1.2;Locação da obra;m²
XX.1.1.1.3;Placa indicativa da obra;m²
XX.1.1.2;Movimento de Terra;
XX.1.1.2.1;Escavação manual em terra até 2,00 m;m³
XX.1.1.2.2;Escavação em piçarro até 2,00 m;m³
XX.1.1.2.3;Escavação em rocha branda até 2,00 m;m³
XX.1.1.2.4;Escavação em rocha dura até 2,00 m;m³
XX.1.1.2.5;Reaterro compactado manualmente com aproveitamento do material;m³
XX.1.1.2.6;Bota fora de terra, piçarro ou rocha branda, com carga mecânica, DMT=1km, inclusive limpeza mecanizada;m³
XX.1.1.2.7;Bota fora de rocha dura fragmentada, com carga mecânica, DMT=1km, inclusive limpeza mecanizada;m³
XX.1.1.3;Fundações e Estruturas;
XX.1.1.3.1;Concreto magro;m³
XX.1.1.3.2;Concreto armado (Reservatório Elevado) fck= 25 MPa, inclusive preparo e lançamento;m³
XX.1.1.3.3;Concreto simples (blocos de apoio);m³
XX.1.1.3.4;Base em concreto armado para Stand Pipe ;
XX.CPU 10;CONCRETAGEM DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, FCK 25 MPA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. ;M2
XX.97090;ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-138. AF_09/2021;kg
XX.94327;ATERRO MECANIZADO DE VALA COM ESCAVADEIRA HIDRÁULICA (CAPACIDADE DA CAÇAMBA: 0,8 M³ / POTÊNCIA: 111 HP), LARGURA DE 1,5 A 2,5 M, PROFUNDIDADE ATÉ 1,5 M, COM AREIA PARA ATERRO. AF_05/2016;m3
XX.1.1.3.5;Lajes;
XX.92268;FABRICAÇÃO DE FÔRMA PARA LAJES, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E = 18 MM. AF_09/2020;m²
XX.PEC 155;STAND PIPE, Fabricado em Poliéster Reforçado com Fibra de Vidro (PFRV). Em conformidade com especificação descrita no projeto. Capacidade de armazenamento de 35,2m³, com altura 11,20m e espessura aprox. (8mm+.1,2mm). Incluso, escada metálica e frete.;Global
XX.1.1.4;Revestimento e Tratamento de Superfícies;
XX.1.1.4.1;Impermeabilização ;m²
XX.1.1.4.2;Pintura anticorrosiva;m²
XX.1.1.4.3;Alvenaria de tijolos cerâmicos de 1/2 vez;m²
XX.1.1.4.4;Chapisco de aderência;m²
XX.1.1.4.5;Massa única;m²
XX.1.1.5;Diversos;
XX.1.1.5.1;Logotipo e letreiro padrão CAGEPA (elevado);un
XX.1.1.5.2;Montagem de equipamentos hidromecânicos;un
XX.1.1.5.3;Escada de ferro ;M
XX.1.1.5.4;Escada de ferro com guarda-corpo;m2
XX.1.1.5.5;"Guarda corpo em ferro galvanizado de 1 1/2""";m2
XX.1.1.5.6;Esgotamento (1HP);H
XX.1.1.6;Urbanização;
XX.1.1.6.1;Cerca de contorno modelo CAGEPA;m
XX.1.1.6.2;Portão de ferro modelo CAGEPA;m²
XX.;;
XX.1.2;STAND-PIPE 2;
XX.1.2.1;Serviços Preliminares;
XX.1.2.1.1;Limpeza e raspagem do terreno;m²
XX.1.2.1.2;Locação da obra;m²
XX.1.2.1.3;Placa indicativa da obra;m²
XX.1.2.2;Movimento de Terra;
XX.1.2.2.1;Escavação manual em terra até 2,00 m;m³
XX.1.2.2.2;Escavação em piçarro até 2,00 m;m³
XX.1.2.2.3;Escavação em rocha branda até 2,00 m;m³
XX.1.2.2.4;Escavação em rocha dura até 2,00 m;m³
XX.1.2.2.5;Reaterro compactado manualmente com aproveitamento do material;m³
XX.1.2.2.6;Bota fora de terra, piçarro ou rocha branda, com carga mecânica, DMT=1km, inclusive limpeza mecanizada;m³
XX.1.2.2.7;Bota fora de rocha dura fragmentada, com carga mecânica, DMT=1km, inclusive limpeza mecanizada;m³
XX.1.2.3;Fundações e Estruturas;
XX.1.2.3.1;Concreto magro;m³
XX.1.2.3.2;Concreto armado (Reservatório Elevado) fck= 25 MPa, inclusive preparo e lançamento;m³
XX.1.2.4;Revestimento e Tratamento de Superfícies;
XX.1.2.4.1;Impermeabilização ;m²
XX.1.2.4.2;Pintura anticorrosiva;m²
XX.1.2.5;Diversos;
XX.1.2.5.1;Logotipo e letreiro padrão CAGEPA (elevado);un
XX.1.2.5.2;Montagem de equipamentos hidromecânicos;un
XX.1.2.5.3;Escada de ferro ;M
XX.1.2.5.4;Escada de ferro com guarda-corpo;m2
XX.1.2.5.5;"Guarda corpo em ferro galvanizado de 1 1/2""";m2
XX.1.2.5.6;Esgotamento (1HP);H
XX.CPU 12;Montagem de equipamentos hidromecânicos;M3
XX.;;
XX.2;FORNECIMENTO DE MATERIAIS HIDRÁULICOS;
XX.2.1;STAND-PIPE 1;
XX.2.1.1;Curva 90º com flanges FºFº PN 10 DN 200;un
XX.2.1.2;Curva 90º com flanges FºFº PN 10 DN 250;un
XX.2.1.2A;Curva 90º com bolsas FoFo DN 200;un
XX.2.1.3;Extremidade bolsa flange FºFº PN 10 DN 200;un
XX.2.1.4;Extremidade com ponta flange FºFº PN 10 DN 200;un
XX.2.1.5;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 200;un
XX.2.1.6;Extremidade ponta flange e aba de vedação FºFº PN 10 DN 250;un
XX.PEC 176;EXTREMIDADE PONTA E FLANGE L=0,40m - DN200 - PN10;un
XX.PEC 175;EXTREMIDADE PONTA BOLSA COM ABA DE VEDAÇÃO - DN200 - PN10;un
XX.2.1.7;Tubo com flanges FºFº PN 10 DN 250 L= 5,80m;un
XX.2.1.8;Tubo com ponta e flange FºFº PN 10 DN 250 L= 0,60m;un
XX.2.1.9;Arruelas de borracha para flanges PN 10 DN 200;un
XX.2.1.10;Arruelas de borracha para flanges PN 10 DN 250;un
XX.2.1.11;Parafusos para flanges PN 10 d=20mm, L=90mm;un
XX.PEC 017;Tubo com flanges FoFo PN 10 DN 250 L= 5,80m;un
XX.2.1.12;Arruela de amianto para flanges DN 200;un
XX.2.1.13;Curva 90º com flanges FºFº PN 10 DN 200;un
XX.2.1.14;Tubo com flanges FºFº PN 10 DN 200 L= 3,15m;un
XX.2.1.15;Tubo com flanges FºFº PN 10 DN 200 L= 3,16m;un
XX.2.1.16;Tubo cilíndrico FºFº PN 10 DN 100 L= 6,00m;m
XX.2.1.16A;Tubo DEFOFO Ø200;m
XX.2.1.17;Extremidade ponta flange FoFo PN 10 DN 100;un
XX.2.1.18;Parafusos para flanges PN 10 d=16mm, L=80mm;un
XX.2.1.18A;Parafusos para flanges PN 16 d=20mm, L=90mm;un
XX.2.1.19;Arruelas de borracha para flanges PN 10 DN 100;un
